recall_number,status,classification,state,country,recalling_firm,product_description,reason_for_recall,voluntary_mandated,recall_initiation_date,report_date,termination_date
F-1457-2014,Terminated,Class II,OR,United States,Health Wright Products Inc,"Zinc Plus, Mineral/Enzyme supplement, 90 vegetable capsules per bottle.  They are sold under brand Enzyme Research Products.",Dietary supplement products are recalled because they were made from ingredient that was contaminated with Chloramphenicol.,Voluntary: Firm initiated,20131025,20140205,20150302
F-1331-2016,Terminated,Class II,MO,United States,Nuwati Herbals Inc,"Nuwati Herbals SeeLessO'Me Diet and Weight Management Tea packaged in two different size amber glass jars with Net Wt 3 oz. or Net Wt 6 oz.  The responsible name on the label is Nuwati Herbals Inc., House Springs, MO.",Product contains undeclared soy.,Voluntary: Firm initiated,20160315,20160518,20180905
F-0783-2019,Terminated,Class I,PA,United States,Soom Foods,"Soom Foods Tahini:    Soom Foods Chocolate Tahini, 12 oz. Sweet Tahini Halva Spread (6/case)","Soom Foods is recalling its tahini and chocolate tahini halva spread because their manufacturer, Achdut LTD. is recalling its Tahini products of all packages and sizes produced in the following dates: April 7th to May 21st 2018, due to a possible contamination of Salmonella.",Voluntary: Firm initiated,20181126,20190213,20190627
F-2322-2014,Terminated,Class II,OH,United States,Miceli Dairy Products Co,Sargento Fat Free Ricotta Natural Cheese and Dutch Farms Fat Free Ricotta Cheese packaged in 15 ounce plastic tubs.,These ricotta cheese products were manufactured from loads of whey protein concentrate that tested positive for beta lactam residues.,Voluntary: Firm initiated,20140619,20140820,20140902
H-0115-2026,Terminated,Class II,CA,United States,Southwind Foods LLC dba Great American Seafood Imports Co.,Tovala branded Frozen raw phosphate free shrimp; 5oz IQF bag   UPC: 829944085788,Product manufactured under insanitary conditions whereby it may have been contaminated with Cesium-137 (Cs-137). This is an expansion to the original recall.,Voluntary: Firm initiated,20250923,20251029,20260528
F-0148-2013,Terminated,Class I,FL,United States,World Food LLC.,"Fresh Fruit Burst fruit cup, packaged in 1 and 1.5 lb containers. Labeled in part: ""***Fruit Burst***Ingredients: Watermelon, Cantaloupe, Pineapple, Honeydew, Grapes, Mango,  Blueberries. Packed in its own juice***""","On 09/18/2012, World Foods, LLC recalled various products containing mangoes supplied from Agricola Daniella with the potential to be contaminated with Salmonella.",Voluntary: Firm initiated,20120918,20121024,20130531
F-1027-2023,Terminated,Class I,IL,United States,"Newly Weds Foods, Inc.",A21219	BATTER MIX X1	50.00	BAG,Products may contain Salmonella,Voluntary: Firm initiated,20230526,20230712,20240723
F-1293-2019,Terminated,Class III,IL,United States,"Wholesome Treats, Inc.","Breads from Anna  Dairy & Corn Free Bread Mix  19oz, carton",Undeclared flaxseed. Flaxseed was used in the products but is not listed on the product labels.,Voluntary: Firm initiated,20190331,20190424,20201124
F-1453-2017,Terminated,Class I,PA,United States,Bickel's Snack Foods Inc,"Bon Ton-Sour Cream & Onion Flavored Potato Chips  sold in 2.75 oz, 1.5 oz. bags","Bickel's Snack Foods, Inc. of York, PA is voluntarily recalling all snack products that were made with milk ingredients supplied by one of its' secondary seasoning component suppliers.",Voluntary: Firm initiated,20161222,20170215,20180619
F-2018-2015,Terminated,Class II,CA,United States,"Carmel Food Group, Inc.","Rising Moon Organics Spinach Florentine Ravioli;  Net Wt 8 oz. (227g)  UPC 7 85030 22770 1    Distributed by Rising Moon Organics  313 Iron Horse Way  Providence, RI 02908",Firm was notified by supplier of spinach and used in manufacturing showed the presence of Listeria Monocytogenes and was shipped erroneously.,Voluntary: Firm initiated,20150323,20150429,20160720
F-0856-2017,Terminated,Class II,NJ,United States,Mitsui Foods Inc,"Fresh Catch Smoked Baby Clams 3.53 oz. pouch (100g) Item Number 541187381, UPC 087381043895",A seal quality issue with the packaging may result in the food spoiling causing package swelling (bloating),Voluntary: Firm initiated,20161104,20170111,20170707
F-0567-2015,Terminated,Class II,NM,United States,"Los Chileros De Nuevo Mexico, LTD","Los Chileros de nuevo mexico gourmet southwestern cuisine Santa Fe Chile Seasoning,  4.5oz (127.6 grams), Los Chileros de Nuevo Mexico, PO Box 6215, Santa Fe, NM 87502","Los Chileros De Nuevo Mexico is conducting a field action for Blue Corn Waffle & Pancake Mix (BWPB), Sopaipilla Mix (SOPP), Santa Fe Chile Seasoning (SFCS), Green Chile Blue Cornbread (GCBB), Cream of Green Chile Chicken Soup (GCCS), Green Chile Stew with Tortilla Mix (GCSB) and Carne Adovada with Sopaipilla Mix (CADB) due to undeclared wheat.",Voluntary: Firm initiated,20141021,20141203,20170508
F-1820-2019,Terminated,Class II,MA,United States,"C & S Wholesale Grocers, Inc.",NOOSA COCONUT AUSTRALIAN STYLE YOGURT - 8OZ  UPC:,Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,Voluntary: Firm initiated,20190617,20190731,20190731
F-0657-2025,Ongoing,Class I,CA,United States,Lyons Magnus LLC,"Ready Care Strawberry Shake No Sugar Added (4 oz), UPC 10045796017372;  Imperial Strawberry Shake No Sugar Added (4 oz), UPC 00074865926843",Potential contamination with Listeria monocytogenes.,Voluntary: Firm initiated,20250221,20250326,
F-0682-2014,Terminated,Class II,WI,United States,"Garden-Fresh Foods, Inc.","Farmers Market Salsa-Serrano-Spicy, 0 11596 06143 6,	 6/15 oz","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20131030,20131211,20140313
F-1793-2013,Terminated,Class I,CA,United States,"Olde Thompson, Inc.","Earth's Pride Organics: Organic Oregano, 2.2 oz. Packaged at 12 units per case.    Packaged in a glass jar with cork closure.    Product labeling reads in part:""earth's pride organics PANTRY COLLECTION***ORGANIC OREGANO***NET WT. 2.2 OZ (62.4g)***DISTRIBUTED BY BJWC 25 RESEARCH DRIVE  WESTBOROUGH, MA 01581  1-800-934-1204***"".","Olde Thompson Inc. Oxnard, CA is recalling Earths Pride Organics: Organic Oregano packaged in a 2.2 oz. glass jar with cork closure, Lot #: 060367, 060692, 061252 and 061864 due to Salmonella.",Voluntary: Firm initiated,20130710,20130814,20130911
F-1208-2018,Terminated,Class II,MN,United States,Target Corporation,Market Pantry Cookies n' Cream Ice Cream 128oz    UPC: 85239014974    Target item number: 288-7-310,Shipping container from CA to HI was not held at proper temperature which could cause food items to be contaminated with spoilage organisms or pathogens,Voluntary: Firm initiated,20180327,20180509,20180503
F-1869-2019,Terminated,Class II,MA,United States,"C & S Wholesale Grocers, Inc.",SILK ORIGINAL SOY MILK - 0.5GAL  UPC: 2529360039,Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,Voluntary: Firm initiated,20190617,20190731,20190731
F-0132-2025,Terminated,Class II,ID,United States,JR Simplot Company,"Item #473015 Simplot seasoned CRISP Delivery+ Savory 6 Cut Crinkle Cut Wedge, Frozen Potatoes, 5lb. bag without any labeling, 6 bags per case, SKU 10071179473015. Packaging Distribution Information: J.R. Simplot Company P.O. Box 9386, Boise, ID 83707.  Ingredients: POTATOES, VEGETABLE OIL (SOYBEAN, CANOLA, AND/OR COTTONSEED OILS), FOOD STARCH-MODIFIED, CONTAINS LESS THAN 2% OF COLOR (PAPRIKA OLEORESIN, TURMERIC OLEORESIN), CORN STARCH, DEXTRIN, DEXTROSE, GARLIC POWDER, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), ONION POWDER, RICE FLOUR, SALT, SPICES, XANTHAN GUM, DISODIUM DIHYDROGEN PYROPHOSPHATE (TO MAINTAIN NATURAL COLOR.  5lb. bag or 30lb. case of product is NOT sold directly to consumers. Product was prepared and sold by retail deli counters.",Undeclared wheat. Product contains wheat but was mis-labeled as Savory 6 Cut Crinkle Cut Wedge and label does not declare wheat.,Voluntary: Firm initiated,20241023,20241120,20241114
F-0587-2015,Terminated,Class I,WI,United States,Kerry Foods,"Item Number 721698.01, Kerry,  Breakfast Sausage Seasoning, Net WT  50 Lb (22.68 KG),  Lot Number: 0417424307",Kerry determined that eleven products they manufactured contained an ingredient which was found positive for Salmonella.,Voluntary: Firm initiated,20140512,20141203,20170726
F-1051-2019,Terminated,Class I,NY,United States,Jac Vandenberg Inc.,"Peaches, sold as a bulk retail item, with PLU 4044, and country of origin of Chile.     The peaches sold at Aldi are packaged in a two pound bag with the brand Rio Duero, EAN# 7804650090281.",Product may be contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20190122,20190206,20190709
F-1662-2019,Terminated,Class II,MA,United States,"C & S Wholesale Grocers, Inc.","CHOBANI FLIP STRAWBERRY CHEESECAKE GREEK STYLE YOGURT - 5.3OZ, UPC: 1829001196",Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,Voluntary: Firm initiated,20190617,20190731,20190731
F-1783-2017,Terminated,Class II,KY,United States,Azteca Milling LP,Tortilla Chip 2  White Corn Masa Flour 50 lb bags,The firm stated that they were notified by some of their customers that their product contains metal fragments.,Voluntary: Firm initiated,20160922,20170405,20200831
F-0359-2025,Terminated,Class I,CA,United States,"Grimmway Enterprises, Inc. dba Grimmway Farms",--- Organic Baby Carrots --- Organic Baby Carrots 25 Grimmway Farms; Organic Baby Carrots 25 Lbs. Grimmway Farms --- Brand --- Grimmway Farms,Potential contamination with E. coli O121:H19,Voluntary: Firm initiated,20241116,20250108,20250221
F-1341-2017,Terminated,Class II,TX,United States,Farm To Market Foods,"Farm to Market Foods Smoked Ham Dinner #1977 Holiday Ingredients: Smoked Spiral Diced Ham, Mashed Potatoes, Orange Cranberry Relish, Broccoli Rice Casserole, Green Bean Casserole.  Keep Refrigerated at 38 Deg F or Less UPC: 617037959081",Undeclared peanuts.,Voluntary: Firm initiated,20161224,20170201,20170217
F-0430-2014,Terminated,Class I,WI,United States,"Garden-Fresh Foods, Inc.","Market Pantry Reduced Fat Coleslaw, UPC 0 85239 20117 6 15 oz, Product Code 201176.","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.",Voluntary: Firm initiated,20130920,20131218,20140211
F-1780-2024,Terminated,Class II,TX,United States,WR Coffee Inc,Ham and Cheese Croissant (approximately 6.5 oz) delivered fresh in bins to the firm's Restaurants- no label.  Not individually packaged.,Potential L. monocytogenes,Voluntary: Firm initiated,20240730,20240911,20240904
H-0394-2025,Ongoing,Class I,GA,United States,"Doehler North America, Inc.",Member's Mark FREEZE DRIED FRUIT VARIETY PACK 15 COUNT 5-0.35OZ (10g) STRAWBERRY POUCHES 5-0.42OZ (12g) BANANA POUCHES 5-0.25 OZ (10g) APPLE POUCHES NET WT 5.6OZ (160g) NO ADDED SWEETENERS ONE INGREDIENT ONLY PER PACK UPC 1 93968 50900 2,Listeria monocytogenes. During routine testing the firm received positive test results for Listeria monocytogenes.,Voluntary: Firm initiated,20250725,20250813,
F-0809-2014,Terminated,Class II,MO,United States,National Enzyme Co,"Bulk C812 ZoiVi Digestive Formula powder, packaged in varying quantities within poly bags within corrugated boxes (for domestic distribution) or fiber drums (for international distribution) (SKU 83438)",Firm is recalling dietary supplements containing a raw material which may contain >0.3 ppb chloramphenicol,Voluntary: Firm initiated,20131030,20131225,20150303
H-0895-2026,Ongoing,Class II,CA,United States,Straus Family Creamery,"STRAUS FAMILY CREAMERY Cookie Dough ORGANIC SUPER PREMIUM ICE CREAM ONE PINT (473mL)  Produced and Distributed by Straus Family Creamery,  Petaluma, CA 94952  UPC: 784830101044",Potential contamination with foreign objects (metal pieces).,Voluntary: Firm initiated,20260512,20260610,
F-1902-2018,Terminated,Class II,N/A,Armenia,Artashes LLC,"Ararat Imambayeldy;  18.3 oz. glass jar;    Ingredient:  Eggplant, tomato paste, onions, vegetable oil, garlic, green salt    Product of Armenia;  Exclusively imported and distributed by:  Kradjian Importing Co., Inc.  Glendale, CA",FDA foreign inspection found pH levels in four products to be above their scheduled process.,Voluntary: Firm initiated,20180801,20180905,20190213
F-0719-2018,Terminated,Class II,WI,United States,Wienke LLC,"Wienke's Market Cherry Rhubarb Jam, Net Wt. 8 oz (226g), UPC 14106-00216.  Refrigerate after opening.  Ingredients:  cherries, rhubarb, sugar, pectin.",Jams and Jellies are made with butter which is not declared on the label.,Voluntary: Firm initiated,20180119,20180214,20181010
F-1495-2022,Terminated,Class II,WY,United States,"Queen Bee Gardens, LLC",Truffle Gift Box PLU Code: 788394 17655 5,"Products may potentially contain one or more of the following undeclared tree nuts: Pecans, Almonds, Coconut, Macadamia Nuts, & Walnuts.",Voluntary: Firm initiated,20220428,20220727,20230117
H-0472-2026,Ongoing,Class II,CA,United States,Diva Fam Inc,Sea Moss Gel Superfood; 16 FL OZ; Glass jar sold individually. Passion Fruit- UPC# 5061033691882,potential Clostridium botulinum contamination,Voluntary: Firm initiated,20260109,20260211,
F-2424-2015,Terminated,Class II,IL,United States,New Punjab Sweets Inc.,New Punjab Kaju (Kajoo) Fry is the Indian translation for Toasted Fried Cashews. Product is packaged in clear plastic container with a clear plastic lid. Container sizes are 1lb. and 0.5lbs.,This voluntary recall is being initiated because the following Indian snack may contain undeclared cashew nuts:  Kaju Fry,Voluntary: Firm initiated,20150409,20150715,20170821
F-1118-2023,Terminated,Class I,IL,United States,"Newly Weds Foods, Inc.",G0AGTG	GTG HOT & SPICY WIENER SEASONING X4	24.44	BAG,Products may contain Salmonella,Voluntary: Firm initiated,20230526,20230712,20240723
F-2969-2017,Terminated,Class II,IL,United States,Newly Weds Foods Inc,"A59036 Breader X2, NET WT 50 LBS, Manufactured By:  Newly Weds Foods, Inc., Chicago, IL 60639",Product may contain undeclared milk.,Voluntary: Firm initiated,20170503,20170726,20190805
H-0024-2025,Terminated,Class I,TX,United States,Sysco Corporation,KITGREEKPASTA5	1/5#	EAST COAST FRESH	PC-Greek Pasta Salad Kit 1/5lb W/Pasta	ALL LOT CODES KITGREEKPASTA5	1/5#	EAST COAST FRESH	PC-Greek Pasta Salad Kit 1/5lb W/Pasta	ALL LOT CODES  KITGREEKPASTA51	1/5#	EAST COAST FRESH	Greek Pasta Salad Kit 1/5lb W/Pasta (RF)	ALL LOT CODES,Cucumbers have the potential to be contaminated with Salmonella,Voluntary: Firm initiated,20250521,20250618,20260206
F-1727-2022,Terminated,Class I,CT,United States,EZ Noble Sushi,Spicy tuna roll (9.6 oz) with expiration 08/12/2022,Contains undeclared egg.,Voluntary: Firm initiated,20220811,20220921,20221103
F-0353-2016,Terminated,Class II,WA,United States,Sockeye Suzys Fish LLC,"Fancy Chinook (salmon), Sockeye Suzy Fish brand, metal can with a net weight of 6 oz. UPC 7 48252 67292 6",Product has the potential to be contaminated with Clostridium botulinum.,Voluntary: Firm initiated,20150927,20160120,20170127
H-0206-2026,Ongoing,Class II,NY,United States,Nats Nuts LLC,"Nat's Nuts Cinnamon Whiskey Pecans, 4 oz.",Contains undeclared cashews,Voluntary: Firm initiated,20251016,20251203,
F-1309-2020,Terminated,Class II,NY,United States,"Wegmans Food Markets, Inc.",Bronzini Seasoned Fillet; by the lb.; seasoned bronzini fillet with olive oil and lemon; packaged in an oven ready tray; package size varies; keep refrigerated,Products are potentially contaminated with Listeria monocytogenes.,Voluntary: Firm initiated,20200807,20200902,20200831
F-1037-2016,Terminated,Class I,FL,United States,"NutraKey, Inc.","VPro Raw Plant Protein, Mocaccino. Packaged in a plastic bottle with green, white, and black adhesive label.  Packaged in 1 lb (15 serving) and 2 lb (30 serving).",Undeclared Soy,Voluntary: Firm initiated,20160115,20160413,20180823
F-0063-2013,Terminated,Class II,WI,United States,Springside Cheese Corp,"Springside Cheese, Monterey Jack Dill    Cheese,  55-0172,  V3, August 21, 2012,","Springside Cheese Corp. is recalling cheese produced on August 21, 2012 through September 1, 2012.  This voluntary recall has been initiated because the cheese has the potential to be contaminated with Giardia, a parasite, from an employee illness.",Voluntary: Firm initiated,20120907,20121017,20160309
F-0933-2021,Terminated,Class II,CA,United States,Mai Cuisine,August Box of the Month NCA  UPC: 84003140261  Products were sold from Genji Sushi counters inside Whole Foods Market stores,Recall initiated after notification from supplier of recall of frozen shrimp due to Salmonella contamination that had been used in sushi products.,Voluntary: Firm initiated,20210813,20210908,20210923
F-0503-2025,Terminated,Class II,IN,United States,"FGF, LLC","item 8201866	JUST BAKED PUMPKIN CAKE RINGS 144x2.45 OZ, NET WT 22.05 LB",potential for contamination with listeria monocytogenes,Voluntary: Firm initiated,20250107,20250212,20250423
